"TAG_ID","OBS_DATE","PRIMARY_SAMPLING_UNIT","DRAW","FIELD_REPLICATE","EPISODE","EASTING_DECIMAL_DEGREES","NORTHING_DECIMAL_DEGREES","WETLAND_BASIN","LSU","LSU_NAME","WATER_DEPTH_CM","SURFACE_WATER_PH","SURFACE_WATER_COND_US_PER_CM","SOIL_DEPTH_CM","SOIL_TYPE","PERI_TYPE","PERI_PLUS_SUBMERSED_PLANT_VOL_ML_PER_M2","PERI_VOL_ML_PER_M2","PERI_SAMPLE_VOL_ML","PERI_AERIAL_PCT_COVER","QUANTITATIVE","BENTHIC_PERI_PCT_OF_SAMPLE","BENTHIC_PERI_PCT_COVER","EPIPHYTIC_PERI_PCT_OF_SAMPLE","EPIPHYTIC_PERI_PCT_COVER","EPIPHYTIC_SP1","EPIPHYTIC_SP2","EPIPHYTIC_SP3","FLOATING_PERI_PCT_OF_SAMPLE","FLOATING_PERI_PCT_COVER","FLOATING_SP1","FLOATING_SP2","GREEN_ALGAE_PCT_OF_SAMPLE","GREEN_ALGAE_SUBSTRATE_SP1","FLOC_PCT_OF_SAMPLE","PERI_TP_UG_PER_G_DRY_MASS","PERI_DRY_G_PER_M2","PERI_AFDM_G_PER_M2","PERI_PROP_ORGANIC","CHLA_UG_PER_M2","DEPTH","DEPTH_AVE_30DAY","DEPTH_AVE_60DAY","DEPTH_AVE_90DAY","DEPTH_AVE_180DAY","DEPTH_AVE_365DAY","DSLDD","DRY_LEN","LASTDAYDRY","YEARLENGTH","HYDROPERIOD5CM","DEPTHLAG30","DEPTHLAG60","DEPTHLAG90","HYDROPERIOD_ANNUAL","HYDROPERIOD_MEAN"
20050512_CERP_014_B2_3_2,2005-05-12,014,B2,3,2,-80.26214546,26.95143511,PAL,3,"Corbett/Pal Mar",50,6.93,-9999,28,3,3,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,-9999,0,0,0.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050413_CERP_028_B1_1_2,2005-04-13,028,B1,1,2,-80.66204496,25.90510952,W3A,16,"Central WCA 3A Ridge and Slough",57,7.33,-9999,-9999,3,2,5300,800,500,50,Y,0,0,0,0,NONE,NONE,NONE,100,50,UTRPUR,NONE,0,NONE,0,144.19,73.29,35.51,0.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050413_CERP_028_B1_2_2,2005-04-13,028,B1,2,2,-80.66204496,25.90510952,W3A,16,"Central WCA 3A Ridge and Slough",60,7.74,-9999,95,3,2,6300,2000,500,40,Y,0,0,1,10,ELEELO,NONE,NONE,99,40,UTRPUR,NONE,0,NONE,0,-9999,158.93,73.78,0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050413_CERP_028_B1_3_2,2005-04-13,028,B1,3,2,-80.66204496,25.90510952,W3A,16,"Central WCA 3A Ridge and Slough",60,7.85,-9999,95,3,2,5400,1000,500,25,Y,0,0,2,25,ELEELO,NONE,NONE,98,24,UTRPUR,NONE,0,NONE,0,-9999,56.12,36.47,0.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050413_CERP_028_B2_1_2,2005-04-13,028,B2,1,2,-80.66234834,25.90375574,W3A,16,"Central WCA 3A Ridge and Slough",66,7.85,-9999,-9999,3,2,7000,800,500,15,Y,0,0,0,0,NONE,NONE,NONE,100,15,UTRPUR,NONE,0,NONE,0,131.3,59.29,31.37,0.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050413_CERP_028_B2_2_2,2005-04-13,028,B2,2,2,-80.66234834,25.90375574,W3A,16,"Central WCA 3A Ridge and Slough",62,7.63,-9999,-9999,3,2,6800,1100,500,20,Y,0,0,1,90,ELECEL,NONE,NONE,99,20,UTRPUR,NONE,0,NONE,0,-9999,73.85,40.49,0.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050413_CERP_028_B2_3_2,2005-04-13,028,B2,3,2,-80.66234834,25.90375574,W3A,16,"Central WCA 3A Ridge and Slough",54,7.4,-9999,-9999,3,2,3900,350,350,20,Y,0,0,1,10,ELECEL,ELEELO,CLAJAM,99,20,UTRPUR,NONE,0,NONE,0,-9999,29.31,15.46,0.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050422_CERP_036_A1_1_2,2005-04-22,036,A1,1,2,-80.73198306,25.65692869,SRS,33,"Western Shark River Slough Marl Transition",5,6.37,-9999,73,2,2,3800,800,500,50,Y,0,0,0,0,NONE,NONE,NONE,100,50,UTRPUR,UTRFOL,0,NONE,0,186.24,26.31,12.51,0.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050422_CERP_036_A1_2_2,2005-04-22,036,A1,2,2,-80.73198306,25.65692869,SRS,33,"Western Shark River Slough Marl Transition",10,6.81,-9999,76,2,2,5500,1100,500,90,Y,0,0,0,0,NONE,NONE,NONE,100,90,UTRPUR,UTRFOL,0,NONE,0,-9999,60.59,22.42,0.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050422_CERP_036_A1_3_2,2005-04-22,036,A1,3,2,-80.73198306,25.65692869,SRS,33,"Western Shark River Slough Marl Transition",10,6.76,-9999,74,2,2,3700,600,500,50,Y,0,0,0,0,NONE,NONE,NONE,100,50,UTRPUR,UTRFOL,0,NONE,0,-9999,28.21,15.87,0.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050505_CERP_036_A2_1_2,2005-05-05,036,A2,1,2,-80.72919576,25.65583992,SRS,33,"Western Shark River Slough Marl Transition",15,6.71,-9999,-9999,2,2,1500,500,500,100,Y,0,0,0,0,NONE,NONE,NONE,100,100,UTRPUR,BACCAR,0,NONE,0,193.09,11.09,5.68,0.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050505_CERP_036_A2_2_2,2005-05-05,036,A2,2,2,-80.72919576,25.65583992,SRS,33,"Western Shark River Slough Marl Transition",20,6.82,-9999,-9999,2,2,2100,500,500,100,Y,0,0,0,0,NONE,NONE,NONE,100,100,UTRPUR,BACCAR,0,NONE,0,-9999,21.15,9.88,0.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050505_CERP_036_A2_3_2,2005-05-05,036,A2,3,2,-80.72919576,25.65583992,SRS,33,"Western Shark River Slough Marl Transition",17,6.8,-9999,-9999,2,2,1900,500,500,100,Y,0,0,0,0,NONE,NONE,NONE,100,100,UTRPUR,BACCAR,0,NONE,0,-9999,14.18,9.31,0.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050503_CERP_040_A1_1_2,2005-05-03,040,A1,1,2,-80.82986708,25.98279886,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",7,7.02,-9999,50,2,1,4600,4600,500,100,Y,70,100,30,100,ELECEL,PANHEM,NONE,0,0,NONE,NONE,0,NONE,0,219.32,197.84,112.05,0.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050503_CERP_040_A1_2_2,2005-05-03,040,A1,2,2,-80.82986708,25.98279886,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",8,7.15,-9999,52,2,1,5500,5500,500,100,Y,50,100,50,100,ELECEL,PANHEM,NONE,0,0,NONE,NONE,0,NONE,0,-9999,428.86,223.48,0.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050503_CERP_040_A1_3_2,2005-05-03,040,A1,3,2,-80.82986708,25.98279886,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",10,7.08,-9999,54,2,1,3300,3300,500,100,Y,75,100,25,100,ELECEL,PANHEM,NONE,0,0,NONE,NONE,0,NONE,0,-9999,269.01,163.82,0.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050503_CERP_040_A2_1_2,2005-05-03,040,A2,1,2,-80.83386604,25.98090724,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",14,7.16,-9999,58,2,1,4600,4600,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,287.14,68.78,53.04,0.77,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050503_CERP_040_A2_2_2,2005-05-03,040,A2,2,2,-80.83386604,25.98090724,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",10,7.13,-9999,63,2,1,3500,3500,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,-9999,129.85,99.83,0.77,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050503_CERP_040_A2_3_2,2005-05-03,040,A2,3,2,-80.83386604,25.98090724,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",11,7.11,-9999,51,2,1,3700,3700,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,-9999,42.54,30.03,0.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050506_CERP_052_B1_1_2,2005-05-06,052,B1,1,2,-9999,-9999,SRS,28,"Northeast Shark River Slough",35,7.21,-9999,-9999,2,2,3900,1500,500,75,Y,0,0,0,0,NONE,NONE,NONE,100,75,UTRPUR,NONE,0,NONE,0,95.44,84.4,29.06,0.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050506_CERP_052_B1_2_2,2005-05-06,052,B1,2,2,-9999,-9999,SRS,28,"Northeast Shark River Slough",33,7.06,-9999,99,2,2,4100,2000,500,75,Y,0,0,0,0,NONE,NONE,NONE,100,75,UTRPUR,NONE,0,NONE,0,-9999,101.58,37.26,0.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050506_CERP_052_B1_3_2,2005-05-06,052,B1,3,2,-9999,-9999,SRS,28,"Northeast Shark River Slough",36,7.2,-9999,86,2,2,6900,3600,500,100,Y,0,0,0,0,NONE,NONE,NONE,100,100,UTRPUR,NONE,0,NONE,0,-9999,189.19,71.9,0.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050513_CERP_052_B2_1_2,2005-05-13,052,B2,1,2,-9999,-9999,SRS,28,"Northeast Shark River Slough",27,7.12,-9999,-9999,2,1,10600,3000,500,85,Y,0,0,0,0,NONE,NONE,NONE,100,85,UTRPUR,NONE,0,NONE,0,91.17,205.38,70.59,0.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050513_CERP_052_B2_2_2,2005-05-13,052,B2,2,2,-9999,-9999,SRS,28,"Northeast Shark River Slough",30,7.16,-9999,-9999,2,1,1800,200,200,15,Y,0,0,0,0,NONE,NONE,NONE,100,15,UTRPUR,NONE,0,NONE,0,-9999,7.24,3.64,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050513_CERP_052_B2_3_2,2005-05-13,052,B2,3,2,-9999,-9999,SRS,28,"Northeast Shark River Slough",29,7.2,-9999,-9999,2,1,3800,3000,500,75,Y,0,0,0,0,NONE,NONE,NONE,100,75,UTRPUR,NONE,0,NONE,0,-9999,119.9,58.3,0.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050418_CERP_056_D1_1_2,2005-04-18,056,D1,1,2,-80.74365252,25.88794831,W3A,16,"Central WCA 3A Ridge and Slough",40,-9999,-9999,-9999,3,2,4550,900,500,10,Y,0,0,0,0,NONE,NONE,NONE,100,10,UTRPUR,NONE,0,NONE,0,151.71,40.63,31.36,0.77,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050418_CERP_056_D1_2_2,2005-04-18,056,D1,2,2,-80.74365252,25.88794831,W3A,16,"Central WCA 3A Ridge and Slough",37,-9999,-9999,-9999,3,2,3700,380,380,10,Y,0,0,1,10,ELEINT,NONE,NONE,99,10,UTRPUR,NONE,0,NONE,0,-9999,28.06,22.73,0.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050418_CERP_056_D1_3_2,2005-04-18,056,D1,3,2,-80.74365252,25.88794831,W3A,16,"Central WCA 3A Ridge and Slough",40,-9999,-9999,-9999,3,2,2900,700,500,20,Y,0,0,3,25,ELEINT,NYMODO,NONE,97,19,UTRPUR,NONE,0,NONE,0,-9999,36.1,29.8,0.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050418_CERP_056_D2_1_2,2005-04-18,056,D2,1,2,-80.74185132,25.8899317,W3A,16,"Central WCA 3A Ridge and Slough",44,-9999,-9999,-9999,3,2,3800,800,500,10,Y,0,0,0,0,NONE,NONE,NONE,100,10,UTRPUR,NONE,0,NONE,0,247,52.53,43.81,0.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050418_CERP_056_D2_2_2,2005-04-18,056,D2,2,2,-80.74185132,25.8899317,W3A,16,"Central WCA 3A Ridge and Slough",46,-9999,-9999,95,3,2,4000,750,500,20,Y,0,0,0,0,NONE,NONE,NONE,100,20,UTRPUR,NONE,0,NONE,0,-9999,54.72,38.85,0.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050418_CERP_056_D2_3_2,2005-04-18,056,D2,3,2,-80.74185132,25.8899317,W3A,16,"Central WCA 3A Ridge and Slough",47,-9999,-9999,95,3,2,2300,600,500,15,Y,0,0,2,50,ELEELO,NONE,NONE,98,14,UTRPUR,NONE,0,NONE,0,-9999,28.49,21.09,0.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050512_CERP_058_A1_1_2,2005-05-12,058,A1,1,2,-80.31950945,26.94459118,PAL,3,"Corbett/Pal Mar",39,6.87,-9999,35,2,2,500,500,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,283.05,34.92,27.53,0.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050512_CERP_058_A1_2_2,2005-05-12,058,A1,2,2,-80.31950945,26.94459118,PAL,3,"Corbett/Pal Mar",38,6.83,-9999,35,2,2,500,500,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,-9999,54.8,35.46,0.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050512_CERP_058_A1_3_2,2005-05-12,058,A1,3,2,-80.31950945,26.94459118,PAL,3,"Corbett/Pal Mar",38,6.8,-9999,30,2,2,500,500,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,-9999,38.5,29.89,0.78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050512_CERP_058_A2_1_2,2005-05-12,058,A2,1,2,-80.32335515,26.94163034,PAL,3,"Corbett/Pal Mar",46,5.97,-9999,38,3,3,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,290.19,0,0,0.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050512_CERP_058_A2_2_2,2005-05-12,058,A2,2,2,-80.32335515,26.94163034,PAL,3,"Corbett/Pal Mar",47,5.98,-9999,24,3,3,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,-9999,0,0,0.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050512_CERP_058_A2_3_2,2005-05-12,058,A2,3,2,-80.32335515,26.94163034,PAL,3,"Corbett/Pal Mar",46,5.95,-9999,24,3,3,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,-9999,0,0,0.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050426_CERP_080_A1_1_2,2005-04-26,080,A1,1,2,-80.5831138,25.80747155,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",24,7,-9999,-9999,2,1,5700,1250,500,75,Y,0,0,0,0,NONE,NONE,NONE,100,75,UTRPUR,NONE,0,NONE,0,77.53,129.05,34.42,0.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050426_CERP_080_A1_2_2,2005-04-26,080,A1,2,2,-80.5831138,25.80747155,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",25,7.03,-9999,-9999,2,1,7250,2400,500,80,Y,0,0,0,0,NONE,NONE,NONE,100,80,UTRPUR,BACCAR,0,NONE,0,-9999,231.85,60.41,0.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050426_CERP_080_A1_3_2,2005-04-26,080,A1,3,2,-80.5831138,25.80747155,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",22,7.01,-9999,-9999,2,1,6600,2200,500,80,Y,0,0,0,0,NONE,NONE,NONE,100,80,UTRPUR,NONE,0,NONE,0,-9999,246.17,58.39,0.24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050426_CERP_080_A2_1_2,2005-04-26,080,A2,1,2,-80.58470017,25.81027538,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",23,6.96,-9999,-9999,2,2,7500,3500,500,90,Y,0,0,50,80,CLAJAM,NONE,NONE,50,80,UTRPUR,NONE,0,NONE,0,61.45,403.47,93.42,0.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050426_CERP_080_A2_2_2,2005-04-26,080,A2,2,2,-80.58470017,25.81027538,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",24,6.99,-9999,-9999,2,2,6100,2000,500,90,Y,0,0,30,50,CLAJAM,NONE,NONE,70,80,UTRPUR,NONE,0,NONE,0,-9999,168.93,39.79,0.24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20050426_CERP_080_A2_3_2,2005-04-26,080,A2,3,2,-80.58470017,25.81027538,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",23,7.02,-9999,-9999,2,2,4500,3900,500,90,Y,0,0,25,50,CLAJAM,NONE,NONE,75,60,UTRPUR,NONE,0,NONE,0,-9999,513,110.34,0.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
